Docket_Number,Case_Name,Intervenors_and_Counsel,SCC_Registry_URL
36616,"Douez v. Facebook, Inc.","[Intervener] Canadian Civil Liberties Association -> Cynthia Kuehl, Meredith E. Jones
[Intervener] Samuelson-Glushko Canadian Internet Policy & Public Interest Clinic -> Tamir Israel, Paul Bates, Marina Pavlovic
[Intervener] Information Technology Association of Canada -> Matthew P. Gottlieb, M. Paul Michell, Ian C. Matthews
[Intervener] Interactive Advertising Bureau of Canada -> Derek J. Bell, Jason M. Berall",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16700/index.do
36771,R. v. Alex,"[Intervener] Attorney General of Ontario -> James V. Palangio, Michael Medeiros
[Intervener] Criminal Lawyers' Association (Ontario) -> Jonathan M. Rosenthal, Adam Little, Shannon S.W. O'Connor",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16714/index.do
36692,Clyde River (Hamlet) v. Petroleum Geo‑Services Inc.,"[Intervener] Attorney General for Ontario -> Manizeh Fancy, Richard Ogden
[Intervener] Attorney General for Saskatchewan -> Richard James Fyfe
[Intervener] Nunavut Tunngavik Incorporated -> Dominique Nouvet, Marie Belleau, Sonya Morgan
[Intervener] Makivik Corporation -> David Schulze, Nicholas Dodd
[Intervener] Nunavut Wildlife Management Board -> Eugene Meehan, Q.C., Thomas Slade
[Intervener] Inuvialuit Regional Corporation -> Kate Darling, Lorraine Land, Matt McPherson, Krista Nerland
[Intervener] Chiefs of Ontario -> Maxime Faille, Jaimie Lickers",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16743/index.do
36865,R. v. Peers,"[Intervener] Attorney General of Canada -> Marianne Zoric, Jeanette Gevikoglu
[Intervener] Attorney General of Ontario -> Matthew Horner, Jennifer Luong
[Intervener] Attorney General of Quebec -> Sylvain Leboeuf
[Intervener] Attorney General of Alberta -> Robert J. Normey
[Intervener] Canadian Constitution Foundation -> Darryl A. Cruz, Brandon Kain, Byron Shaw, Atrisha Lewis
[Intervener] Ontario Securities Commission -> Hugh Craig, Carlo Rossi
[Intervener] British Columbia Civil Liberties Association -> Gerald Chan, Nader R. Hasan
[Intervener] Canadian Civil Liberties Association -> Marlys A. Edwardh, Adriel Weaver",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16441/index.do
37543,Chagnon v. Syndicat de la fonction publique et parapublique du Québec,"[Intervener] Honourable Serge Joyal, P.C. -> Geneviève Baillargeon-Bouchard, Pascale Racicot
[Intervener] Speaker of the Legislative Assembly of Ontario -> Catherine Beagan Flood, Emily Hazlett, Christopher DiMatteo",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17287/index.do
39590,R. v. Ali,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19135/index.do
39416,R. v. Stairs,"[Intervener] Attorney General of Ontario -> Mabel Lai, Nicole Rivers
[Intervener] Canadian Civil Liberties Association -> Anil K. Kapoor, Victoria M. Cichalewska",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19298/index.do
39525,R. v. Tim,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19299/index.do
39330,R. v. Dussault,"[Intervener] Criminal Lawyers' Association -> Anil K. Kapoor, Victoria M. Cichalewska
[Intervener] Attorney General of Ontario -> Davin Michael Garg, Natalya Odorico
[Intervener] Association québécoise des avocats et avocates de la défense -> Mairi Springate
[Intervener] Association des avocats de la défense de Montréal-Laval-Longueuil -> Jean-Philippe Marcoux, Jean-Sébastien St-Amand",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19347/index.do
39267,R. v. J.F.,"[Intervener] Attorney General of Ontario -> Tracy Kozlowski, Samuel Greene
[Intervener] Attorney General of British Columbia -> Lesley A. Ruzicka, Q.C., Liliane Bantourakis
[Intervener] Attorney General of Alberta -> Matthew W. Griener
[Intervener] Criminal Lawyers' Association of Ontario -> Christine Mainville, Andrew Burgess
[Intervener] Association québécoise des avocats et avocates de la défense -> Jean-Sébastien St-Amand Guinois
[Intervener] Association des avocats de la défense de Montréal-Laval-Longueuil -> Ariane Bergeron-St-Onge, Julia Blais-Quintal, Walid Hijazi",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19349/index.do
39781,R. v. Brown,"[Intervener] Attorney General of Canada -> Michael H. Morris, Roy Lee, Rebecca Sewell
[Intervener] Attorney General of Saskatchewan -> Noah Wernikowski
[Intervener] Attorney General of Manitoba -> Ami Kotler, Rekha Malaviya
[Intervener] Attorney General of British Columbia -> Lara Vizsolyi
[Intervener] Canadian Civil Liberties Association -> Anil K. Kapoor, Dana Achtemichuk
[Intervener] Attorney General of Ontario -> Joan Barrett, Michael Perlin, Jeffrey Wyngaarden
[Intervener] Empowerment Council -> Anita Szigeti, Maya Kotob, Carter Martell
[Intervener] Criminal Lawyers' Association -> Lindsay Daviau, Eric Neubauer
[Intervener] Women's Legal Education and Action Fund Inc. -> Megan Stephens, Lara Kinkartz",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19389/index.do
39270,R. v. Sullivan,"[Intervener] Attorney General of Canada -> Michael H. Morris, Roy Lee, Rebecca Sewell
[Intervener] Attorney General of Manitoba -> Rekha Malaviya, Ami Kotler
[Intervener] Attorney General of Quebec -> Jean-Vincent Lacroix, Sylvain Leboeuf
[Intervener] Attorney General of British Columbia -> Lara Vizsolyi
[Intervener] Attorney General of Saskatchewan -> Noah Wernikowski
[Intervener] Attorney General of Alberta -> Deborah J. Alford
[Intervener] British Columbia Civil Liberties Association -> Jeremy Opolsky, Paul Daly, Jake Babad, Julie Lowenstein
[Intervener] Empowerment Council, Systemic Advocates in Addictions and Mental Health -> Anita Szigeti, Carter Martell, Sarah Rankin, Maya Kotob
[Intervener] Criminal Lawyers' Association (Ontario) -> Lindsay Daviau, Deepa Negandhi
[Intervener] Canadian Civil Liberties Association -> Eric S. Neubauer
[Intervener] Women's Legal Education and Action Fund Inc. (LEAF) -> Megan Stephens, Lara Kinkartz
[Intervener] Advocates for the Rule of Law -> Connor Bildfell, Asher Honickman",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19390/index.do
39710,R. v. Boulanger,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19170/index.do
39629,R. v. Safdar,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19395/index.do
39533,Barendregt v. Grebliunas,"[Intervener] Office of the Children's Lawyer -> Ian Ross, Caterina E. Tempesta, Samantha Wisnicki
[Intervener] West Coast LEAF Association -> Claire E. Hunter, KC, Kate Feeney, Kimberley Hawkins, Diana C. Sepulveda
[Intervener] Rise Women's Legal Centre -> Claire E. Hunter, KC, Kate Feeney, Kimberley Hawkins, Diana C. Sepulveda",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19396/index.do
39544,R. v. Bissonnette,"[Intervener] Attorney General of Canada -> Ian Demers
[Intervener] Attorney General of Ontario -> Milan Rupic, Katie Doherty
[Intervener] Attorney General of Nova Scotia -> Glenn Hubbard
[Intervener] Attorney General of British Columbia -> Micah B. Rankin
[Intervener] Attorney General of Alberta -> Christine Rideout, Q.C.
[Intervener] Association des avocats de la défense de Montréal-Laval-Longueuil -> Anne-Marie Boisvert, Maude Pagé-Arpin, Walid Hijazi, Juliette Vani
[Intervener] Queen's Prison Law Clinic -> Erin Dann, Paul Socka
[Intervener] Toronto Police Association, Canadian Police Association -> Timothy S.B. Danson, Marjan Delavar
[Intervener] Karen Fraser, Jennifer Sweet, Nicole Sweet, Kim Sweet, John Sweet, J. Robert Sweet, Charles Sweet, Patricia Corcoran, Ann Parker, Ted Baylis, Sharon Baylis, Cory Baylis, Michael Leone, Doug French, Donna French and Deborah Mahaffy -> Timothy S.B. Danson, Marjan Delavar
[Intervener] Observatory on National Security Measures -> Stéphane Beaulac, Miriam Cohen, Sarah-Michèle Vincent-Wright
[Intervener] Independent Criminal Defense Advocacy Society -> Eric Purtzki, Alix Tolliday
[Intervener] Canadian Prison Law Association -> Simon Borys, Kate Mitchell
[Intervener] National Council of Canadian Muslims -> Sameha Omer
[Intervener] Canadian Civil Liberties Association -> Stephanie DiGiuseppe, Harshi Mann
[Intervener] British Columbia Civil Liberties Association -> Danielle Robitaille, Carly Peddle
[Intervener] Canadian Association of Chiefs of Police -> Mathieu St-Germain, Joël M. Dubois, Jason D. Fraser",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19405/index.do
39558,B.J.T. v. J.D.,"[Intervener] Director of Child Protection for the Province of Prince Edward Island -> Mitchell M. O'Shea
[Intervener] LGBT Family Coalition -> Laura Cárdenas",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19412/index.do
39440,R. v. Samaniego,"[Intervener] Criminal Lawyers' Association (Ontario) -> Louis P. Strezos, Michelle M. Biddulph",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19275/index.do
37756,R. v. G.T.D.,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16988/index.do
37427,R. v. Boudreault,"[Intervener] Attorney General of Alberta -> Robert Fata
[Intervener] Colour of Poverty - Colour of Change -> Jackie Esmonde, Daniel Rohde, Marie Chen
[Intervener] Income Security Advocacy Centre -> Jackie Esmonde, Daniel Rohde, Marie Chen
[Intervener] British Columbia Civil Liberties Association -> Greg J. Allen, Nicole C. Gilewicz
[Intervener] Aboriginal Legal Services -> Jonathan Rudin, Caitlyn E. Kasper
[Intervener] Canadian Civil Liberties Association -> Christopher D. Bredt, Pierre N. Gemson, Alannah M. Fotheringham
[Intervener] Pivot Legal Society -> Graham Kosakoski, D.J. Larkin
[Intervener] Yukon Legal Services Society -> Vincent Larochelle, Andrew Stobo Sniderman",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17416/index.do
38213,R. v. Culotta,"[Intervener] Criminal Lawyers' Association -> Nader R. Hasan, Carlo Di Carlo
[Intervener] Canadian Civil Liberties Association -> Anthony Moustacalis",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17417/index.do
37676,R. v. Reeves,"[Intervener] Director of Public Prosecutions of Canada -> James C. Martin, Eric Marcoux
[Intervener] Directeur des poursuites criminelles et pénales -> Ann Ellefsen-Tremblay, Nicolas Abran
[Intervener] Attorney General of British Columbia -> Daniel M. Scanlan
[Intervener] Criminal Lawyers' Association (Ontario) -> Michael W. Lacy, Bryan Badali
[Intervener] Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic -> Jill R. Presser, Kate Robertson",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17405/index.do
37760,R. v. Cyr-Langlois,"[Intervener] Attorney General of Ontario -> James V. Palangio
[Intervener] Association québécoise des avocats et avocates de la défense -> Jean-Philippe Marcoux
[Intervener] Criminal Lawyers' Association -> Jonathan M. Rosenthal, Adam Little, James Foy",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17399/index.do
37574,R. v. Vice Media Canada Inc.,"[Intervener] Attorney General of Ontario -> Deborah Krick, John Patton
[Intervener] Aboriginal Peoples Television Network, Ad Idem/Canadian Media Lawyers Association -> Justin Safayeni
[Intervener] Canadian Association of Journalists, Canadian Journalists for Free Expression, Canadian Media Guild/Communications Workers of America Canada, Centre for Free Expression -> Justin Safayeni
[Intervener] Global News, a division of Corus Television Limited Partnership and Postmedia Network -> Justin Safayeni
[Intervener] Canadian Broadcasting Corporation -> Sean A. Moreman, Katarina Germani, Judith Harvie
[Intervener] Canadian Muslim Lawyers Association -> Faisal Mirza
[Intervener] Media Legal Defence Initiative, Reporters Without Borders, Reporters Committee for Freedom of the Press, Media Law Resource Centre, International Press Institute, Article 19, Pen International, Pen Canada the Canadian Centre of International, -> Paul B. Schabas, Kaley Pulfer
[Intervener] Index on Censorship, Committee to Protect Journalists, World Association of Newspapers and News Publishers, International Human Rights Program -> Paul B. Schabas, Kaley Pulfer
[Intervener] British Columbia Civil Liberties Association -> Tae Mee Park, Andrew W. MacDonald, Abbas A. Kassam
[Intervener] Canadial Civil Liberties Association -> Brian N. Radnoff",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17398/index.do
37642,Mazraani v. Industrial Alliance Insurance and Financial Services Inc.,"[Intervener] Barreau du Québec -> Sylvie Champagne, André-Philippe Mallette
[Intervener] Canadian Bar Association -> Nicolas M. Rouleau
[Intervener] Association des juristes d'expression française de l'Ontario -> François Larocque, Sara-Marie Scott
[Intervener] Commissioner of Official Languages for Canada -> Christine Ruest Norrena, Élie Ducharme",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17371/index.do
37613,Reference re Pan‑Canadian Securities Regulation,"[Intervener] Attorney General of Ontario -> Robin K. Basu, Hart Schwartz, Emily Bala
[Intervener] Attorney General of Nova Scotia -> Edward A. Gores, Q.C.
[Intervener] Attorney General of New Brunswick -> Isabel Lavoie Daigle
[Intervener] Attorney General of Manitoba -> Michael Conner
[Intervener] Attorney General of Prince Edward Island -> Jonathan M. Coady, Justin L. Milne
[Intervener] Attorney General of Saskatchewan -> Alan F. Jacobson
[Intervener] Attorney General of Alberta -> L. Christine Enns, Q.C.
[Intervener] Barreau du Québec -> Raymond Doray, Ad. E., Guillaume Laberge
[Intervener] Institute for Governance of Private and Public Organizations -> François LeBel, Annie Gallant",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17355/index.do
37238,Churchill Falls (Labrador) Corp. v. Hydro‑Québec,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17338/index.do
37207,R. v. Awashish,"[Intervener] Attorney General of Ontario -> Milan Rupic, Avene Derwa",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17326/index.do
37395,R. v. Gubbins,"[Intervener] Attorney General of Ontario -> Michael Fawcett, Philip Perlmutter",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17325/index.do
37421,3091‑5177 Québec inc. (Éconolodge Aéroport) v. Lombard General Insurance Co. of Canada,"[Intervener] Promutuel Insurance Portneuf-Champlain -> Louis Dufour, Pierre Gourdeau",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17303/index.do
37441,Mikisew Cree First Nation v. Canada (Governor General in Council),"[Intervener] Attorney General of Quebec -> Tania Clercq, Sophie Lépine Zaruba, Samuel Chayer
[Intervener] Attorney General of New Brunswick -> William Gould, Rachelle Standing
[Intervener] Attorney General of British Columbia -> Glen R. Thompson, Heather Cochran
[Intervener] Attorney General for Saskatchewan -> Richard James Fyfe
[Intervener] Attorney General of Alberta -> Krista Epton
[Intervener] Champagne and Aishihik First Nations, Kwanlun Dün First Nation, Little Salmon Carmacks First Nation, First Nation of Na-Cho Nyak Dun, Teslin Tlingit Council, First Nations of the Maa-nulth Treaty Society -> Gregory J. McDade, Q.C., Kate Blomfeld, R. Brent Lehman
[Intervener] Assembly of First Nations -> Stuart Wuttke, Julie McGregor
[Intervener] Grand Council of the Crees (Eeyou Istchee), Cree Nation Government -> John Hurley, François Dandonneau
[Intervener] Manitoba Métis Federation Inc. -> Jason Madden, Alexandria Winterburn, Megan Strachan
[Intervener] Advocates for the Rule of Law -> Brandon Kain, Bryn Gray, Asher Honickman
[Intervener] Federation of Sovereign Indigenous Nations -> Victor Carter, Allison Lachance, Darryl Korell, Patricia Lawrence
[Intervener] Gitanyow Hereditary Chiefs -> Peter R. Grant, Jeff Huberman, Karenna Williams",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17288/index.do
39480,R. v. Beaver,"[Intervener] Attorney General of Ontario -> Mabel Lai, Nicholas Hay
[Intervener] Canadian Civil Liberties Association -> Frank Addario, Samara Secter, Reakash Walters",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19588/index.do
39430,British Columbia (Attorney General) v. Council of Canadians with Disabilities,"[Intervener] Attorney General of Canada -> Christine Mohr
[Intervener] Attorney General of Ontario -> Yashoda Ranganathan, David Tortell
[Intervener] Attorney General of Saskatchewan -> Sharon H. Pratchler, Q.C., Thomson Irvine, Q.C., Jeffrey Crawford
[Intervener] Attorney General of Alberta -> Leah M. McDaniel
[Intervener] West Coast Prison Justice Society -> Greg J. Allen, Nojan Kamoosi
[Intervener] Empowerment Council, Systemic Advocates in Addictions and Mental Health -> Anita Szigeti, Maya Kotob, Sarah Rankin
[Intervener] Canadian Civil Liberties Association -> Andrew Bernstein, Emily Sherkey, Alexandra Shelley
[Intervener] Advocacy Centre for Tenants Ontario, ARCH Disability Law Centre, Canadian Environmental Law Association, Chinese and Southeast Asian Legal Clinic, HIV & AIDS Legal Clinic Ontario, South Asian Legal Clinic Ontario -> Mariam Shanouda, Jessica De Marinis, Roberto Lattanzio, Gabriel Reznick
[Intervener] David Asper Centre for Constitutional Rights -> Cheryl Milne, Kent Roach
[Intervener] Ecojustice Canada Society -> Kegan Pepper-Smith, Daniel Cheater
[Intervener] Trial Lawyers Association of British Columbia -> Aubin P. Calvert
[Intervener] National Council of Canadian Muslims -> Sameha Omer
[Intervener] Mental Health Legal Committee -> Karen R. Spector, Kelley Bryan, C. Tess Sheldon
[Intervener] British Columbia Civil Liberties Association -> Elin Sigurdson, Monique Pongracic-Speier, Q.C.
[Intervener] Canadian Association of Refugee Lawyers -> Anthony Navaneelan, Naseem Mithoowani
[Intervener] West Coast Legal Education and Action Fund -> Tim Dickson, Jason Harman
[Intervener] Centre for Free Expression -> Faisal Bhabha, Madison Pearlman
[Intervener] Federation of Asian Canadian Lawyers and Canadian Muslim Lawyers Association -> Fahad Siddiqui
[Intervener] John Howard Society of Canada and Queen's Prison Law Clinic -> Alison M. Latimer, K.C.
[Intervener] Animal Justice -> Kaitlyn Mitchell, Scott Tinney
[Intervener] Canadian Mental Health Association (National), Canada Without Poverty, Aboriginal Council of Winnipeg Inc. and End Homelessness Winnipeg Inc. -> Joëlle Pastora Sala, Chimwemwe Undi, Natalie Copps, Allison Fenske
[Intervener] Canadian Constitution Foundation -> Mark Sheeley, Lipi Mishra",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19424/index.do
39133,R. v. J.J.,"[Intervener] Attorney General of Canada -> Marc Ribeiro, Lauren Whyte
[Intervener] Attorney General of Ontario -> Jill Witkin, Jennifer Trehearne
[Intervener] Attorney General of Quebec -> Abdou Thiaw
[Intervener] Attorney General of Nova Scotia -> Erica Koresawa
[Intervener] Attorney General of Manitoba -> Jennifer Mann, Charles Murray
[Intervener] Attorney General of Saskatchewan -> Sharon H. Pratchler, Q.C.
[Intervener] Attorney General of Alberta -> Deborah J. Alford
[Intervener] West Coast Legal Education and Action Fund and Women Against Violence Against Women Rape Crisis Centre -> Gloria Ng, Kate Feeney
[Intervener] Barbra Schlifer Commemorative Clinic -> Joanna Birenbaum
[Intervener] Criminal Trial Lawyers' Association -> Peter Sankoff, William J. Van Engen
[Intervener] Criminal Lawyers' Association (Ontario) -> Gerald Chan, Daniel Brown, Lindsay Board
[Intervener] Canadian Council of Criminal Defence Lawyers -> John M. Williams, Thomas P. Hynes
[Intervener] Independent Criminal Defence Advocacy Society -> Greg Delbigio, QC",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19428/index.do
39340,Law Society of Saskatchewan v. Abrametz,"[Intervener] Attorney General of Ontario -> Alexandra Clark, Matthew Chung
[Intervener] Attorney General of Quebec -> Stéphane Rochette, Abdou Thiaw
[Intervener] Attorney General of British Columbia -> Meera Bennett, Robert Danay
[Intervener] Attorney General of Saskatchewan -> Laura Mazenc, Johnna Van Parys
[Intervener] Law Society of Alberta -> James T. Casey, Q.C., Katrina Haymond
[Intervener] Law Society of Manitoba -> Rocky Kravetsky, Ayli Klein
[Intervener] College of Physicians and Surgeons of Ontario, College of Nurses of Ontario, Ontario College of Pharmacists and Royal College of Dental Surgeons of Ontario -> Lisa Brownstone, Amy Block, Linda Rothstein, Alysha Shore
[Intervener] Federation of Law Societies of Canada -> Nadia Effendi, Teagan Markin, Mannu Chowdhury, Ewa Krajewska
[Intervener] Alberta Securities Commission and British Columbia Securities Commission -> Lorenz Berner, Tracy Knight, Jennifer L. Whately
[Intervener] Barreau du Québec -> Sylvie Champagne, André-Philippe Mallette
[Intervener] Canadian Association of Refugee Lawyers -> Audrey Macklin, Prasanna Balasundaram",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19439/index.do
39381,R. v. Ste-Marie,"[Intervener] Attorney General of Ontario -> Michael Fawcett, Rebecca Schwartz
[Intervener] Criminal Lawyers' Association (Ontario) -> Erin Dann, Daniel Goldbloom
[Intervener] Association québécoise des avocats et avocates de la défense -> Louis Belleau, Ad. E., Antoine Grondin-Couture",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19171/index.do
39569,R. v. Sundman,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19442/index.do
39570,R. v. Lafrance,"[Intervener] Attorney General of Ontario -> Davin Michael Garg, Natalya Odorico
[Intervener] Canadian Civil Liberties Association -> Frank Addario, Samara Secter
[Intervener] Criminal Lawyers' Association -> Anil K. Kapoor, Victoria M. Cichalewska",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19445/index.do
39287,R. v. Kirkpatrick,"[Intervener] Attorney General of Ontario -> Dena Bonnet, Rebecca De Filippis
[Intervener] Attorney General of Alberta -> Christine Rideout
[Intervener] HIV & AIDS Legal Clinic Ontario and HIV Legal Network -> Khalid Janmohamed, Ryan Peck, Richard Elliott, Robin Nobleman
[Intervener] Barbra Schlifer Commemorative Clinic -> Joanna Birenbaum
[Intervener] West Coast Legal Education and Action Fund Association -> Jessica Lithwick, Jennifer Crossman, Kate Feeney
[Intervener] Women's Legal Education and Action Fund Inc. -> Frances Mahon, Harkirat Khosa
[Intervener] Criminal Lawyers' Association (Ontario) -> Mark C. Halfyard, Kate Robertson",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19458/index.do
39350,R. v. Tessier,"[Intervener] Attorney General of Ontario -> James V. Palangio, Frank Au
[Intervener] Attorney General of New Brunswick -> Patrick McGuinty
[Intervener] Canadian Civil Liberties Association -> Frank Addario, Samara Secter",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19526/index.do
39594,Annapolis Group Inc. v. Halifax Regional Municipality,"[Intervener] Attorney General of Canada -> Dayna Anderson
[Intervener] Attorney General of Ontario -> Robert Lawson, Vanessa Glasser
[Intervener] Attorney General of Nova Scotia -> Edward A. Gores, Q.C.
[Intervener] Attorney General of British Columbia -> Phong Phan, Timothy Quirk
[Intervener] Canadian Constitution Foundation -> Malcolm Lavoie, Adrienne Funk
[Intervener] Ontario Landowners Association -> Brandon Kain, Adriana Forest
[Intervener] Canadian Home Builders' Association -> Shane Rayman, Conner Harris
[Intervener] Ecojustice Canada Society -> Randy Christensen, Sarah McDonald",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19534/index.do
39360,R. v. Ndhlovu,"[Intervener] Attorney General of Canada -> Diba B. Majzub, Jeffrey G. Johnston
[Intervener] Attorney General of Ontario -> Michael S. Dunn
[Intervener] Attorney General of Quebec -> Sylvain Leboeuf, Julie Dassylva
[Intervener] Attorney General of Nova Scotia -> Glenn Hubbard
[Intervener] Attorney General of British Columbia -> Lesley A. Ruzicka, K.C.
[Intervener] Criminal Lawyers' Association (Ontario) -> Mark C. Halfyard
[Intervener] Canadian Civil Liberties Association -> Christine Mainville, Carly Peddle
[Intervener] HIV & AIDS Legal Clinic Ontario and HIV Legal Network -> Matthew R. Gourlay, Ryan Peck, Robin Nobleman
[Intervener] Mobile Legal Clinic -> Donald Tremblay
[Intervener] Association québécoise des avocats et avocates de la défense (AQAAD) -> Hugo Caissy, Stéphanie Pelletier-Quirion",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19538/index.do
39346,R. v. Sharma,"[Intervener] Attorney General of Saskatchewan -> Noah Wernikowski
[Intervener] Attorney General of British Columbia -> Micah B. Rankin
[Intervener] Aboriginal Legal Services Inc. -> Jonathan Rudin
[Intervener] Federation of Sovereign Indigenous Nations -> Eleanore Sunchild, Q.C., Michael Seed
[Intervener] British Columbia Civil Liberties Association -> Vincent Larochelle
[Intervener] Queen's Prison Law Clinic -> Chris Rudnicki, Theresa Donkor
[Intervener] HIV & AIDS Legal Clinic Ontario and HIV Legal Network -> Robin Nobleman, Ryan Peck
[Intervener] Canadian Bar Association -> Eric V. Gottardi, K.C., Chantelle Van Wiltenburg
[Intervener] Women's Legal Education and Action Fund Inc. -> Alisa R. Lombard, Aubrey Charette
[Intervener] Legal Services Board of Nunavut -> Eva Tache-Green
[Intervener] Criminal Lawyers' Association (Ontario) -> Promise Holmes Skinner, Andrew Bigioni
[Intervener] Canadian Civil Liberties Association -> David M. Humphrey, Michelle M. Biddulph
[Intervener] Native Women's Association of Canada -> Adam Bond, Laura Ezeuka
[Intervener] David Asper Centre for Constitutional Rights -> Jessica Orkin, Adriel Weaver
[Intervener] Ontario Native Women's Association -> Adam Goldenberg, Connor Bildfell, Alana Robert
[Intervener] Assembly of Manitoba Chiefs -> Carly Fox, Emily Guglielmin
[Intervener] Canadian Association of Elizabeth Fry Societies -> Emilie Taman
[Intervener] John Howard Society of Canada -> Andrew Max, Emily Young
[Intervener] Criminal Trial Lawyers' Association -> Kathryn A. Quinlan, Kristofer J. Advent
[Intervener] Association québécoise des avocats et avocates de la défense -> Maxime F. Raymond, Emmanuelle Arcand",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19540/index.do
39547,Peace River Hydro Partners v. Petrowest Corp.,"[Intervener] Canadian Commercial Arbitration Center -> Laurent Debrun, Charles Côté-De Lagrave
[Intervener] Arbitration Place -> Lisa C. Munro, Earl A. Cherniak, Q.C., Cynthia B. Kuehl
[Intervener] Chartered Institute of Arbitrators (Canada) Inc. -> Christina Doria, Michael Nowina, Brendan O'Grady
[Intervener] Insolvency Institute of Canada -> Kibben Jackson, Tom Posyniak, Glen Nesbitt
[Intervener] Canadian Federation of Independent Business -> Anthony Daimsis",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19541/index.do
39661,Canada (Transportation Safety Board) v. Carroll‑Byrne,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19563/index.do
39875,F. v. N.,"[Intervener] Attorney General of Ontario -> Estée Garfin, Ravi Amarnath
[Intervener] Office of the Children's Lawyer -> Caterina Tempesta, Sheena Scott
[Intervener] Defence for Children International - Canada -> Farrah Hudani, Jessica Luscombe
[Intervener] Canadian Council of Muslim Women (CCMW) -> Paul-Erik Veel",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19572/index.do
39186,Montréal (City) v. Deloitte Restructuring Inc.,"[Intervener] Alaris Royalty Corp. -> Alain N. Tardif
[Intervener] Integrated Private Debt Fund V LP -> Michel La Roche
[Intervener] Thornhill Investments Inc. -> Luc Béliveau, Nicolas Mancini
[Intervener] Ville de Laval -> Elizabeth Ferland, Marc-André Russell, Valentina Tenti
[Intervener] Union des municipalités du Québec -> Marc Duchesne, Jacques S. Darche, Julien Boudreault",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/19108/index.do
38012,Kosoian v. Société de transport de Montréal,"[Intervener] Canadian Civil Liberties Association -> Sylvie Rodrigue, Ad. E.",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18050/index.do
